,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_will,ans_prob_obs_edit_subject_would,ans_prob_obs_edit_subject_make,ans_prob_obs_edit_subject_think,ans_prob_obs_edit_subject_see,ans_prob_obs_edit_subject_come,ans_prob_obs_edit_subject_take,ans_prob_obs_edit_subject_want,ans_prob_obs_edit_subject_could,ans_prob_obs_edit_subject_look,ans_prob_obs_edit_subject_use,ans_prob_obs_edit_subject_tell,ans_prob_obs_edit_subject_find,ans_prob_obs_edit_subject_give,ans_prob_obs_edit_subject_need,ans_prob_obs_edit_subject_should,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_try,ans_prob_obs_edit_subject_let,ans_prob_obs_edit_subject_call,ans_prob_obs_edit_subject_may,ans_prob_obs_edit_subject_mean,ans_prob_obs_edit_subject_feel,ans_prob_obs_edit_subject_ask,ans_prob_obs_edit_subject_talk,ans_prob_obs_edit_subject_keep,ans_prob_obs_edit_subject_leave,ans_prob_obs_edit_subject_put,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_help,ans_prob_obs_edit_subject_start,ans_prob_obs_edit_subject_become
0,0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,0.008232928812503815,4.932623414788395e-05,0.00010752658999990672,2.456900074321311e-05,2.447688893880695e-05,2.1578655378107214e-06,0.00012432009680196643,8.253776468336582e-05,8.155483556038234e-06,2.2495435132441344e-06,1.3636858966492582e-05,3.56364507752005e-05,0.00011247058864682913,1.3993444554216694e-05,3.923973963537719e-06,0.00021358572121243924,2.314641278644558e-05,1.7818689229898155e-05,3.4471140679670498e-06,9.639628842705861e-05,1.6626832803012803e-05,4.1911753214662895e-06,9.534459240967408e-05,4.6931792894611135e-05,3.776081575779244e-05,5.061942829343025e-06,0.00010508949344512075,8.572462320444174e-06,4.351449751993641e-05,6.432105874409899e-05,3.413345984881744e-05,3.967528755310923e-06,3.2672098313923925e-05,4.008695668744622e-06,4.486505713430233e-05,0.0001951940794242546,0.0001229027402587235,9.753741323947906e-05,0.00017553068755660206,2.8065354854334146e-05,1.6523878002772108e-05,7.092451141943457e-06
1,1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,0.0008711694972589612,0.00025853849365375936,0.00018436406389810145,0.00011778786574723199,5.257490920484997e-05,0.0001570696767885238,0.00021080223086755723,0.0001707444607745856,0.00015471680671907961,0.0001742921449476853,0.00014638909487985075,6.188918632688001e-05,0.0001785036874935031,7.425178773701191e-05,3.9410366298398e-05,6.127669621491805e-05,0.00010462552745593712,0.00011781233479268849,7.17175062163733e-05,0.00017033706535585225,0.0002727356622926891,0.0003097608860116452,8.241018076660112e-05,0.00016608822625130415,7.593780901515856e-05,7.781318709021434e-05,0.0001487710396759212,0.00027745397528633475,0.000245157687459141,1.640389564272482e-05,0.00011462201655376703,0.00015774782514199615,0.00018840815755538642,0.00019801620510406792,1.4133660442894325e-05,0.0002982226724270731,3.601209755288437e-05,0.0002266863448312506,0.00016044804942794144,4.064256063429639e-05,0.0003543619823176414,0.00010300100984750316
2,2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,8.411989983869717e-05,0.0004912512376904488,0.00033154149423353374,0.0003508984518703073,7.062855729600415e-05,0.0004060028586536646,0.0002679380413610488,0.0009449304779991508,0.00039991282392293215,0.0006370178889483213,0.0002865901915356517,0.000183966476470232,0.0008112615323625505,0.0007273956434801221,0.0001681519643170759,0.00026198854902759194,0.00046423496678471565,0.0005409991135820746,0.00017554288206156343,0.0011438988149166107,0.0005864209961146116,0.0006775175570510328,0.0005621161544695497,0.0001866948150563985,8.189483924070373e-05,9.895272523863241e-05,0.00021935325639788061,0.0004395482246764004,0.0004247002361807972,5.9045578382210806e-05,0.0004316222039051354,0.0007622801931574941,0.0003668712452054024,0.0005652490654028952,2.703958671190776e-05,0.0004389275563880801,0.000103969250631053,0.0003818211262114346,0.00018876172543969005,9.759736713021994e-05,0.00102180743124336,0.00021102555911056697
3,3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,0.001990450546145439,0.0024354520719498396,0.002913570497184992,0.0023845545947551727,0.0003569655818864703,0.002348200883716345,0.004638745449483395,0.002171165309846401,0.002936708275228739,0.005728085525333881,0.0017286292277276516,0.0013722925214096904,0.0027694746386259794,0.0014362514484673738,0.0009775535436347127,0.001988463569432497,0.002799601759761572,0.0038483457174152136,0.004084079992026091,0.005523231346160173,0.0017718840390443802,0.00240253284573555,0.0024936534464359283,0.0022632163017988205,0.0013734413078054786,0.0021393843926489353,0.0014586951583623886,0.0023683977779000998,0.0017187701305374503,0.0017296147998422384,0.0007817919249646366,0.003913715481758118,0.007688696030527353,0.006509541533887386,0.00021771321189589798,0.0029381955973803997,0.0012351974146440625,0.0031512202695012093,0.0006936397985555232,0.000630392984021455,0.004373268689960241,0.001290676067583263
4,4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,0.0001276375405723229,0.0002599450235720724,0.00011299994366709143,0.00021683932573068887,0.00036714255111292005,0.00019837125728372484,0.00024584142374806106,0.00012672343291342258,0.0004133397596888244,0.00028889006352983415,0.00032576429657638073,0.00024649157421663404,0.00025001796893775463,0.00020016057533212006,0.00015548004012089223,0.00014257094881031662,0.00014145455497782677,0.00017399915668647736,0.0003837765543721616,0.000255439430475235,0.0003531436377670616,0.00023070599127095193,0.00017741965712048113,0.0002483780845068395,0.00031884395866654813,0.00039116721018217504,0.0002986760518979281,0.00022495085431728512,0.00039780110819265246,0.00031097346800379455,0.0001403076748829335,0.00016137097554747015,0.0002276306477142498,9.664358367444947e-05,0.00036738775088451803,0.00027317533385939896,0.0003772106138058007,0.00021291071607265621,0.0003410991339478642,0.00012413610238581896,0.00031702424166724086,0.0001371210382785648
5,5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,0.0023919674567878246,0.007725769653916359,0.003293650457635522,0.00494544580578804,0.0012773222988471389,0.00791560672223568,0.0081547936424613,0.005096063949167728,0.005082926247268915,0.013190980069339275,0.003451563185080886,0.0029832266736775637,0.009323783218860626,0.005308025982230902,0.001590452971868217,0.0015914305113255978,0.004728180821985006,0.006424723658710718,0.0047552273608744144,0.007302173878997564,0.0043755099177360535,0.0058176470920443535,0.004183223005384207,0.003704061498865485,0.0018736976198852062,0.002828966360539198,0.0030425083823502064,0.0035011537838727236,0.003837300930172205,0.0006549552199430764,0.00444280169904232,0.005022205878049135,0.005783521570265293,0.006816483102738857,0.0009913676185533404,0.005365511868149042,0.0013203538255766034,0.004850958939641714,0.0013371995883062482,0.0014395471662282944,0.011347651481628418,0.0013224834110587835
6,6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,5.075889475847362e-06,3.870691216434352e-05,0.0001389154203934595,2.2199794329935685e-05,5.078271101410792e-07,1.9682125639519654e-05,5.486649115482578e-06,5.471636541187763e-05,1.7077709344448522e-05,6.214906898094341e-05,1.5231608813337516e-05,3.3656895084277494e-06,5.412113296188181e-06,4.130589877604507e-05,2.329435801584623e-06,1.6499539924552664e-05,3.3440905099269e-05,4.037654070998542e-05,3.123509259239654e-06,4.3328171159373596e-05,6.0455971834016964e-05,7.140582602005452e-05,3.5727816793951206e-06,1.5481376976822503e-05,4.631062893167837e-06,1.0750901310530026e-05,2.5607146199035924e-06,1.4266532161855139e-05,0.00011178438580827788,6.497475624200888e-06,7.4166377999063116e-06,0.0002725616213865578,4.038543556816876e-05,3.305843711132184e-05,1.6001372387108859e-06,4.508102938416414e-05,4.122020072827581e-06,7.612269837409258e-05,3.168724288116209e-05,1.9970866560470313e-06,3.5151533666066825e-05,0.00011972699576290324
7,7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,2.735403541009873e-05,6.602785288123414e-05,0.00013238104293122888,4.9900507292477414e-05,1.7134774680016562e-05,7.034904410829768e-05,4.602073022397235e-05,0.00010091356671182439,5.282739584799856e-05,0.00013219285756349564,3.6641744372900575e-05,1.8234386516269296e-05,4.320494917919859e-05,0.00011081697448389605,1.923305717355106e-05,3.023238605237566e-05,5.08495322719682e-05,9.517403668724e-05,2.2438058294937946e-05,5.2705840062117204e-05,5.570237772190012e-05,0.00023721672187093645,2.9610029741888866e-05,3.980395558755845e-05,1.7818785636336543e-05,2.0205514374538325e-05,2.1736035705544055e-05,0.00010570226004347205,0.00014922945410944521,1.7935821233550087e-05,4.029574120067991e-05,0.00015993286797311157,8.739212353248149e-05,7.09571031620726e-05,1.6629554011160508e-05,0.00010040588676929474,2.8923821446369402e-05,5.038842573412694e-05,8.955264638643712e-05,1.4337390894070268e-05,6.609884439967573e-05,0.0005716794403269887
8,8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,2.9115126380929723e-06,0.02449272759258747,0.028485363349318504,0.03354119509458542,0.04391708970069885,0.04622183367609978,0.05424635857343674,0.025907639414072037,0.005768537055701017,0.041546743363142014,0.009978797286748886,0.02330203913152218,0.03251722455024719,0.03565630689263344,0.04825293645262718,0.007120330352336168,0.028820957988500595,0.011926603503525257,0.024042051285505295,0.04717051982879639,0.011855309829115868,0.03177258372306824,0.017569171264767647,0.028973152860999107,0.03505173325538635,0.039457306265830994,0.01839509792625904,0.021938316524028778,0.007765449117869139,0.03022279590368271,0.0076089221984148026,0.020669929683208466,0.0775374248623848,0.020671438425779343,0.04886394366621971,0.006617989856749773,0.03779822960495949,0.04366256669163704,0.018266525119543076,0.02074693888425827,0.008795133791863918,0.0012910851510241628
9,9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,2.517986672501138e-07,3.0784417504037265e-06,6.013955953676486e-06,3.51034282175533e-06,6.82131212670356e-06,1.44699004067661e-06,2.669739615157596e-06,2.0792954273929354e-06,1.3344930493985885e-06,6.8387485043786e-06,1.5993226725186105e-06,2.4487878818035824e-06,2.6652353426470654e-06,2.901635298258043e-06,3.6310507312009577e-06,5.431269300970598e-07,2.8000604288536124e-06,2.70506620836386e-06,1.0702445933929994e-06,2.6662075924832607e-06,2.8402266707416857e-06,3.03664000966819e-06,1.4100220369073213e-06,1.0860807151402696e-06,1.9743927168747177e-06,7.77160039433511e-07,4.06728349844343e-06,2.460006726323627e-06,1.6844089714140864e-06,1.032706336445699e-06,2.58305158240546e-06,3.794884605667903e-06,1.6837801695146482e-06,6.556342668773141e-06,4.8590823098493274e-06,2.262853286083555e-06,9.61968112278555e-07,2.9624250146298436e-06,7.019858003332047e-06,2.0895249690511264e-06,2.4129490157065447e-06,2.437150897094398e-06
